"","gender","decision","department"
"3470","female","admitted","e"
"3471","male","denied","f"
"3472","male","denied","b"
"3473","female","denied","d"
"3474","female","denied","f"
"3475","male","admitted","c"
"3476","female","admitted","c"
"3477","male","admitted","b"
"3478","female","denied","e"
"3479","male","admitted","c"
"3480","male","denied","b"
"3481","female","denied","f"
"3482","female","denied","f"
"3483","female","admitted","a"
"3484","male","denied","c"
"3485","female","denied","c"
"3486","female","denied","d"
"3487","female","admitted","c"
"3488","female","denied","f"
"3489","male","denied","c"
"3490","female","denied","c"
"3491","female","denied","f"
"3492","male","denied","e"
"3493","male","denied","d"
"3494","male","denied","d"
"3495","male","admitted","a"
"3496","male","admitted","a"
"3497","male","denied","f"
"3498","male","denied","c"
"3499","male","denied","b"
"3500","male","denied","f"
"3501","male","admitted","a"
"3502","male","admitted","b"
"3503","male","admitted","c"
"3504","male","denied","f"
"3505","male","denied","e"
"3506","female","denied","e"
"3507","female","denied","f"
"3508","male","denied","c"
"3509","female","admitted","e"
"3510","female","denied","c"
"3511","male","denied","d"
"3512","female","denied","f"
"3513","female","denied","e"
"3514","male","admitted","a"
"3515","male","denied","d"
"3516","male","denied","f"
"3517","male","denied","b"
"3518","female","admitted","d"
"3519","female","denied","d"
"3520","female","denied","f"
"3521","female","denied","e"
"3522","male","admitted","a"
"3523","male","denied","a"
"3524","male","admitted","a"
"3525","female","denied","f"
"3526","female","denied","f"
"3527","male","admitted","a"
"3528","female","denied","f"
"3529","male","admitted","a"
"3530","male","denied","d"
"3531","male","denied","b"
"3532","female","admitted","c"
"3533","male","admitted","c"
"3534","male","denied","a"
"3535","male","admitted","a"
"3536","male","denied","b"
"3537","female","denied","c"
"3538","male","admitted","a"
"3539","female","admitted","d"
"3540","female","denied","e"
"3541","female","denied","d"
"3542","female","denied","f"
"3543","male","denied","c"
"3544","female","denied","c"
"3545","male","denied","c"
"3546","male","denied","a"
"3547","male","denied","c"
"3548","male","denied","a"
"3549","male","admitted","a"
"3550","male","admitted","a"
"3551","male","denied","a"
"3552","female","admitted","c"
"3553","female","denied","e"
"3554","female","denied","c"
"3555","female","denied","f"
"3556","female","admitted","b"
"3557","female","denied","d"
"3558","female","admitted","c"
"3559","male","admitted","a"
"3560","male","denied","a"
"3561","male","admitted","a"
"3562","female","denied","c"
"3563","male","denied","f"
"3564","male","admitted","a"
"3565","male","denied","e"
"3566","male","admitted","a"
"3567","male","denied","f"
"3568","male","denied","f"
"3569","male","admitted","a"
"3570","male","admitted","a"
"3571","female","denied","f"
"3572","female","admitted","f"
"3573","female","denied","c"
"3574","female","denied","d"
"3575","male","admitted","a"
"3576","male","admitted","e"
"3577","male","admitted","a"
"3578","female","denied","e"
"3579","male","denied","b"
"3580","male","denied","a"
"3581","male","admitted","d"
"3582","male","denied","b"
"3583","female","admitted","a"
"3584","female","denied","c"
"3585","male","denied","f"
"3586","male","admitted","d"
"3587","male","admitted","a"
"3588","female","denied","e"
"3589","male","denied","b"
"3590","male","denied","d"
"3591","female","denied","c"
"3592","male","denied","a"
"3593","male","admitted","a"
"3594","female","admitted","c"
"3595","male","admitted","b"
"3596","female","admitted","c"
"3597","male","denied","d"
"3598","male","denied","d"
"3599","female","admitted","b"
"3600","male","admitted","a"
"3601","female","admitted","a"
"3602","male","admitted","a"
"3603","female","denied","d"
"3604","female","denied","e"
"3605","female","admitted","c"
"3606","female","admitted","c"
"3607","male","admitted","b"
"3608","male","admitted","a"
"3609","male","admitted","c"
"3610","male","denied","c"
"3611","female","denied","f"
"3612","male","admitted","e"
"3613","female","admitted","c"
"3614","female","admitted","e"
"3615","female","denied","c"
"3616","male","denied","f"
"3617","female","denied","f"
"3618","male","admitted","a"
"3619","male","denied","d"
"3620","female","denied","d"
"3621","female","admitted","e"
"3622","male","denied","a"
"3623","male","denied","a"
"3624","female","admitted","e"
"3625","female","denied","e"
"3626","male","admitted","d"
"3627","female","denied","f"
"3628","male","denied","a"
"3629","female","denied","c"
"3630","female","denied","c"
"3631","male","denied","e"
"3632","female","denied","f"
"3633","female","admitted","d"
"3634","female","admitted","d"
"3635","female","admitted","a"
"3636","male","denied","e"
"3637","male","admitted","a"
"3638","male","denied","f"
"3639","male","denied","f"
"3640","male","denied","a"
"3641","female","denied","f"
"3642","male","denied","a"
"3643","female","admitted","a"
"3644","male","admitted","b"
"3645","female","admitted","d"
"3646","female","denied","e"
"3647","female","admitted","b"
"3648","male","admitted","e"
"3649","male","denied","c"
"3650","female","denied","f"
"3651","male","denied","a"
"3652","male","denied","a"
"3653","male","denied","f"
"3654","female","admitted","c"
"3655","male","admitted","b"
"3656","male","admitted","a"
"3657","female","denied","f"
"3658","female","denied","d"
"3659","male","admitted","a"
"3660","male","denied","b"
"3661","male","admitted","a"
"3662","male","denied","e"
"3663","male","admitted","a"
"3664","female","denied","d"
"3665","male","denied","a"
"3666","male","admitted","b"
"3667","female","denied","e"
"3668","male","denied","a"
"3669","male","denied","b"
"3670","male","denied","d"
"3671","female","denied","e"
"3672","female","denied","d"
"3673","male","denied","d"
"3674","female","admitted","a"
"3675","female","denied","c"
"3676","male","denied","f"
"3677","male","denied","f"
"3678","male","admitted","a"
"3679","male","admitted","c"
"3680","female","admitted","c"
"3681","female","denied","d"
"3682","male","admitted","a"
"3683","female","denied","e"
"3684","male","admitted","c"
"3685","male","denied","a"
"3686","female","admitted","d"
"3687","female","denied","f"
"3688","male","admitted","d"
"3689","male","denied","f"
"3690","female","admitted","d"
"3691","male","denied","a"
"3692","male","admitted","e"
"3693","male","denied","a"
"3694","male","admitted","c"
"3695","male","denied","a"
"3696","male","admitted","b"
"3697","female","denied","d"
"3698","female","denied","f"
"3699","female","denied","c"
"3700","female","denied","c"
"3701","male","admitted","b"
"3702","female","denied","f"
"3703","female","denied","f"
"3704","female","admitted","a"
"3705","female","denied","f"
"3706","female","admitted","c"
"3707","female","admitted","c"
"3708","male","denied","a"
"3709","male","admitted","b"
"3710","female","denied","c"
"3711","female","admitted","c"
"3712","female","admitted","d"
"3713","female","denied","f"
"3714","male","denied","f"
"3715","female","denied","d"
"3716","female","denied","d"
"3717","female","denied","e"
"3718","male","denied","d"
"3719","male","denied","f"
"3720","male","admitted","a"
"3721","female","denied","c"
"3722","male","denied","e"
"3723","female","denied","f"
"3724","male","denied","d"
"3725","female","denied","d"
"3726","male","denied","b"
"3727","male","admitted","b"
"3728","male","denied","b"
"3729","male","denied","b"
"3730","male","denied","b"
"3731","male","admitted","a"
"3732","male","admitted","a"
"3733","female","denied","d"
"3734","male","admitted","b"
"3735","male","admitted","b"
"3736","female","admitted","d"
"3737","female","admitted","d"
"3738","male","denied","b"
"3739","male","denied","f"
"3740","female","denied","f"
"3741","male","admitted","e"
"3742","male","denied","e"
"3743","female","denied","c"
"3744","female","denied","e"
"3745","female","denied","c"
"3746","male","denied","d"
"3747","male","admitted","b"
"3748","male","denied","a"
"3749","female","denied","e"
"3750","female","denied","f"
"3751","male","denied","f"
"3752","female","denied","e"
"3753","male","denied","d"
"3754","male","admitted","b"
"3755","female","denied","c"
"3756","male","denied","d"
"3757","female","denied","e"
"3758","male","denied","f"
"3759","male","admitted","c"
"3760","male","denied","d"
"3761","female","admitted","f"
"3762","male","denied","f"
"3763","female","denied","c"
"3764","male","admitted","a"
"3765","female","admitted","d"
"3766","female","denied","f"
"3767","male","admitted","d"
"3768","male","admitted","b"
"3769","female","denied","f"
"3770","female","denied","e"
"3771","male","denied","c"
"3772","female","denied","d"
"3773","female","denied","d"
"3774","male","denied","e"
"3775","male","admitted","d"
"3776","male","denied","b"
"3777","male","admitted","b"
"3778","female","denied","e"
"3779","male","admitted","a"
"3780","male","admitted","a"
"3781","male","denied","a"
"3782","male","denied","d"
"3783","male","denied","f"
"3784","male","admitted","b"
"3785","female","denied","e"
"3786","male","denied","d"
"3787","male","admitted","a"
"3788","female","denied","c"
"3789","male","denied","b"
"3790","female","denied","d"
"3791","male","admitted","d"
"3792","female","admitted","d"
"3793","female","admitted","e"
"3794","male","denied","a"
"3795","male","denied","a"
"3796","female","admitted","d"
"3797","female","admitted","d"
"3798","male","admitted","a"
"3799","female","denied","c"
"3800","male","denied","a"
"3801","male","admitted","a"
"3802","male","admitted","d"
"3803","male","admitted","a"
"3804","male","admitted","e"
"3805","female","denied","d"
"3806","male","admitted","e"
"3807","male","admitted","a"
"3808","male","admitted","a"
"3809","female","denied","e"
"3810","male","denied","a"
"3811","male","admitted","d"
"3812","female","denied","d"
"3813","female","admitted","a"
"3814","male","denied","a"
"3815","male","denied","b"
"3816","male","admitted","b"
"3817","male","denied","f"
"3818","female","denied","c"
"3819","male","admitted","d"
"3820","female","admitted","c"
"3821","female","denied","c"
"3822","female","denied","c"
"3823","male","denied","a"
"3824","female","admitted","f"
"3825","female","denied","e"
"3826","female","denied","d"
"3827","female","denied","d"
"3828","female","denied","f"
"3829","male","admitted","a"
"3830","female","admitted","c"
"3831","female","admitted","c"
"3832","female","denied","c"
"3833","male","admitted","b"
"3834","female","denied","e"
"3835","female","denied","f"
"3836","male","admitted","a"
"3837","male","admitted","a"
"3838","male","admitted","d"
"3839","male","admitted","a"
"3840","male","denied","b"
"3841","female","admitted","d"
"3842","male","denied","a"
"3843","male","admitted","a"
"3844","male","admitted","e"
"3845","female","denied","c"
"3846","male","denied","d"
"3847","male","denied","f"
"3848","female","admitted","c"
"3849","male","admitted","b"
"3850","male","admitted","c"
"3851","female","denied","c"
"3852","female","denied","c"
"3853","male","admitted","d"
"3854","male","denied","f"
"3855","male","denied","a"
"3856","male","admitted","b"
"3857","female","denied","f"
"3858","female","admitted","c"
"3859","male","denied","d"
"3860","male","denied","e"
"3861","female","denied","f"
"3862","male","denied","a"
"3863","male","denied","a"
"3864","male","admitted","a"
"3865","female","denied","e"
"3866","male","denied","d"
"3867","male","denied","e"
"3868","male","admitted","d"
"3869","male","denied","d"
"3870","male","admitted","b"
"3871","male","denied","d"
"3872","male","denied","c"
"3873","male","denied","d"
"3874","male","admitted","e"
"3875","male","denied","a"
"3876","female","denied","e"
"3877","female","admitted","c"
"3878","female","denied","d"
"3879","female","denied","f"
"3880","male","denied","a"
"3881","male","admitted","d"
"3882","male","denied","b"
"3883","male","denied","c"
"3884","male","denied","d"
"3885","male","denied","b"
"3886","male","denied","e"
"3887","female","denied","c"
"3888","male","denied","a"
"3889","female","denied","c"
"3890","male","denied","f"
"3891","female","denied","c"
"3892","male","admitted","b"
"3893","male","admitted","b"
"3894","male","denied","c"
"3895","male","admitted","b"
"3896","male","admitted","e"
"3897","male","admitted","a"
"3898","male","admitted","b"
"3899","male","admitted","b"
"3900","male","denied","d"
"3901","male","admitted","a"
"3902","female","denied","d"
"3903","male","admitted","b"
"3904","female","denied","c"
"3905","female","admitted","c"
"3906","female","denied","f"
"3907","male","denied","c"
"3908","female","denied","c"
"3909","male","admitted","b"
"3910","male","admitted","b"
"3911","male","admitted","a"
"3912","male","denied","d"
"3913","female","denied","e"
"3914","female","denied","f"
"3915","male","admitted","b"
"3916","female","admitted","c"
"3917","female","denied","d"
"3918","female","denied","c"
"3919","male","admitted","b"
"3920","male","denied","b"
"3921","male","denied","a"
"3922","female","denied","a"
"3923","male","admitted","d"
"3924","male","admitted","b"
"3925","male","admitted","a"
"3926","female","admitted","d"
"3927","female","denied","c"
"3928","female","denied","e"
"3929","female","admitted","c"
"3930","male","denied","b"
"3931","female","denied","e"
"3932","female","admitted","c"
"3933","female","denied","c"
"3934","female","admitted","a"
"3935","male","denied","d"
"3936","female","denied","e"
"3937","female","admitted","b"
"3938","male","denied","d"
"3939","male","admitted","a"
"3940","male","denied","d"
"3941","female","denied","c"
"3942","female","denied","d"
"3943","female","denied","e"
"3944","male","denied","f"
"3945","male","denied","c"
"3946","female","denied","d"
"3947","male","denied","f"
"3948","female","denied","f"
"3949","female","admitted","c"
"3950","female","denied","e"
"3951","male","denied","c"
"3952","male","admitted","b"
"3953","female","denied","c"
"3954","male","admitted","a"
"3955","female","denied","d"
"3956","male","denied","c"
"3957","male","admitted","a"
"3958","female","admitted","c"
"3959","female","admitted","d"
"3960","male","denied","e"
"3961","female","admitted","e"
"3962","male","admitted","c"
"3963","male","admitted","a"
"3964","male","admitted","a"
"3965","male","denied","b"
"3966","female","denied","e"
"3967","male","admitted","a"
"3968","female","denied","e"
"3969","male","denied","f"
"3970","female","denied","e"
"3971","female","denied","c"
"3972","female","denied","e"
"3973","female","denied","c"
"3974","male","denied","e"
"3975","female","admitted","e"
"3976","female","denied","c"
"3977","male","admitted","a"
"3978","female","denied","c"
"3979","female","denied","d"
"3980","female","denied","d"
"3981","female","admitted","d"
"3982","male","admitted","c"
"3983","male","admitted","a"
"3984","male","admitted","b"
"3985","male","admitted","b"
"3986","male","admitted","a"
"3987","female","denied","d"
"3988","female","admitted","e"
"3989","female","denied","e"
"3990","male","admitted","b"
"3991","female","denied","f"
"3992","female","denied","d"
"3993","male","admitted","a"
"3994","female","admitted","e"
"3995","female","denied","c"
"3996","female","denied","f"
"3997","male","admitted","a"
"3998","male","denied","a"
"3999","male","denied","c"
"4000","male","admitted","a"
"4001","male","denied","f"
"4002","female","denied","c"
"4003","female","denied","a"
"4004","male","admitted","c"
"4005","female","admitted","c"
"4006","female","admitted","e"
"4007","female","denied","d"
"4008","male","denied","a"
"4009","male","denied","b"
"4010","female","admitted","e"
"4011","female","denied","e"
"4012","female","denied","c"
"4013","male","denied","c"
"4014","female","denied","b"
"4015","female","denied","f"
"4016","male","denied","a"
"4017","male","denied","e"
"4018","male","admitted","a"
"4019","female","denied","f"
"4020","female","denied","d"
"4021","female","denied","c"
"4022","female","admitted","c"
"4023","male","admitted","c"
"4024","female","denied","e"
"4025","female","admitted","c"
"4026","male","denied","d"
"4027","female","denied","e"
"4028","male","admitted","c"
"4029","male","denied","f"
"4030","female","admitted","a"
"4031","male","admitted","b"
"4032","male","admitted","e"
"4033","male","admitted","b"
"4034","male","admitted","c"
"4035","male","denied","a"
"4036","male","denied","f"
"4037","male","denied","e"
"4038","male","admitted","d"
"4039","male","admitted","b"
"4040","male","admitted","c"
"4041","female","denied","c"
"4042","male","denied","c"
"4043","female","admitted","c"
"4044","female","denied","f"
"4045","male","admitted","b"
"4046","male","admitted","c"
"4047","male","admitted","d"
"4048","female","admitted","c"
"4049","female","denied","d"
"4050","male","denied","c"
"4051","female","admitted","c"
"4052","male","admitted","a"
"4053","male","denied","f"
"4054","male","admitted","a"
"4055","female","denied","e"
"4056","male","admitted","d"
"4057","female","admitted","e"
"4058","female","denied","f"
"4059","female","denied","c"
"4060","female","denied","c"
"4061","female","denied","e"
"4062","male","denied","a"
"4063","female","admitted","a"
"4064","male","denied","a"
"4065","male","admitted","a"
"4066","male","denied","d"
"4067","male","denied","a"
"4068","female","admitted","d"
"4069","male","denied","c"
"4070","male","denied","c"
"4071","female","denied","f"
"4072","male","denied","d"
"4073","male","admitted","a"
"4074","male","admitted","e"
"4075","male","denied","a"
"4076","male","denied","c"
"4077","female","denied","c"
"4078","male","admitted","a"
"4079","female","admitted","e"
"4080","male","denied","b"
"4081","female","denied","c"
"4082","male","denied","e"
"4083","male","denied","d"
"4084","female","denied","c"
"4085","male","admitted","c"
"4086","male","admitted","d"
"4087","male","admitted","a"
"4088","male","denied","b"
"4089","male","denied","c"
"4090","male","admitted","b"
"4091","female","admitted","e"
"4092","male","denied","b"
"4093","male","denied","b"
"4094","male","admitted","a"
"4095","male","admitted","b"
"4096","male","denied","c"
"4097","male","admitted","d"
"4098","male","admitted","b"
"4099","female","denied","d"
"4100","male","admitted","b"
"4101","female","denied","a"
"4102","female","denied","f"
"4103","female","admitted","f"
"4104","male","denied","d"
"4105","female","denied","f"
"4106","male","admitted","a"
"4107","male","admitted","e"
"4108","male","denied","b"
"4109","male","denied","a"
"4110","male","denied","e"
"4111","female","denied","e"
"4112","male","denied","a"
"4113","female","admitted","d"
"4114","male","denied","e"
"4115","male","admitted","a"
"4116","male","denied","f"
"4117","male","admitted","c"
"4118","male","denied","f"
"4119","female","admitted","d"
"4120","male","denied","c"
"4121","female","denied","c"
"4122","female","denied","e"
"4123","female","denied","e"
"4124","male","denied","c"
"4125","male","admitted","a"
"4126","female","denied","e"
"4127","female","denied","f"
"4128","female","denied","c"
"4129","male","denied","f"
"4130","female","denied","f"
"4131","male","denied","e"
"4132","male","admitted","a"
"4133","male","denied","e"
"4134","female","admitted","e"
"4135","male","admitted","c"
"4136","female","admitted","c"
"4137","male","admitted","d"
"4138","female","admitted","a"
"4139","male","denied","a"
"4140","female","denied","f"
"4141","male","admitted","a"
"4142","female","admitted","d"
"4143","female","denied","f"
"4144","male","denied","d"
"4145","male","denied","e"
"4146","male","admitted","a"
"4147","female","admitted","a"
"4148","female","denied","e"
"4149","male","denied","c"
"4150","male","admitted","a"
"4151","male","admitted","a"
"4152","male","denied","f"
"4153","male","admitted","a"
"4154","female","denied","e"
"4155","male","denied","f"
"4156","male","admitted","a"
"4157","female","admitted","c"
"4158","male","denied","a"
"4159","male","denied","c"
"4160","female","denied","c"
"4161","male","denied","a"
"4162","male","denied","c"
"4163","male","admitted","b"
"4164","female","denied","e"
"4165","female","denied","e"
"4166","male","admitted","b"
"4167","male","admitted","d"
"4168","male","admitted","d"
"4169","female","denied","f"
"4170","female","denied","e"
"4171","female","admitted","a"
"4172","female","admitted","e"
"4173","female","admitted","c"
"4174","male","admitted","b"
"4175","male","denied","d"
"4176","male","admitted","b"
"4177","male","denied","e"
"4178","male","denied","d"
"4179","female","denied","a"
"4180","male","denied","e"
"4181","male","admitted","b"
"4182","male","admitted","c"
"4183","male","admitted","c"
"4184","male","admitted","b"
"4185","female","admitted","a"
"4186","male","admitted","f"
"4187","male","admitted","a"
"4188","male","admitted","a"
"4189","female","denied","f"
"4190","male","denied","c"
"4191","female","denied","c"
"4192","male","denied","c"
"4193","female","denied","f"
"4194","male","admitted","b"
"4195","male","admitted","c"
"4196","female","admitted","a"
"4197","female","denied","f"
"4198","male","denied","d"
"4199","male","denied","f"
"4200","male","denied","e"
"4201","female","denied","d"
"4202","male","admitted","b"
"4203","male","admitted","b"
"4204","male","denied","f"
"4205","male","denied","f"
"4206","male","admitted","c"
"4207","male","admitted","b"
"4208","female","admitted","a"
"4209","male","denied","a"
"4210","male","denied","d"
"4211","male","denied","a"
"4212","male","admitted","a"
"4213","female","admitted","c"
"4214","male","admitted","a"
"4215","female","denied","c"
"4216","female","admitted","c"
"4217","male","denied","a"
"4218","male","denied","d"
"4219","female","admitted","e"
"4220","male","denied","b"
"4221","female","denied","c"
"4222","male","admitted","a"
"4223","female","admitted","c"
"4224","male","denied","d"
"4225","male","denied","d"
"4226","male","admitted","a"
"4227","female","denied","c"
"4228","female","admitted","a"
"4229","male","denied","b"
"4230","male","admitted","a"
"4231","male","denied","f"
"4232","female","denied","d"
"4233","male","admitted","c"
"4234","female","denied","c"
"4235","male","denied","e"
"4236","female","denied","f"
"4237","female","denied","c"
"4238","male","denied","a"
"4239","female","denied","f"
"4240","female","denied","c"
"4241","male","denied","f"
"4242","male","denied","f"
"4243","male","denied","d"
"4244","male","admitted","e"
"4245","female","denied","d"
"4246","female","denied","f"
"4247","male","admitted","a"
"4248","male","denied","a"
"4249","male","denied","f"
"4250","male","denied","c"
"4251","male","admitted","c"
"4252","male","denied","e"
"4253","male","admitted","c"
"4254","male","denied","c"
"4255","female","denied","d"
"4256","female","denied","c"
"4257","male","admitted","b"
"4258","male","admitted","d"
"4259","male","admitted","b"
"4260","male","denied","d"
"4261","female","denied","c"
"4262","female","denied","e"
"4263","male","denied","d"
"4264","female","denied","f"
"4265","male","admitted","a"
"4266","male","denied","f"
"4267","female","admitted","d"
"4268","male","admitted","a"
"4269","female","admitted","a"
"4270","female","admitted","c"
"4271","male","admitted","e"
"4272","female","denied","f"
"4273","female","denied","e"
"4274","male","denied","a"
"4275","male","denied","f"
"4276","female","admitted","c"
"4277","female","admitted","f"
"4278","female","denied","c"
"4279","male","admitted","f"
"4280","female","denied","e"
"4281","male","denied","f"
"4282","male","admitted","b"
"4283","male","admitted","b"
"4284","female","denied","e"
"4285","female","denied","f"
"4286","male","admitted","a"
"4287","female","denied","e"
"4288","male","denied","f"
"4289","male","denied","a"
"4290","male","admitted","a"
"4291","male","admitted","a"
"4292","male","denied","f"
"4293","male","denied","f"
"4294","female","denied","e"
"4295","female","admitted","e"
"4296","male","denied","b"
"4297","female","denied","f"
"4298","female","denied","c"
"4299","female","denied","e"
"4300","male","denied","c"
"4301","male","denied","f"
"4302","female","admitted","c"
"4303","female","denied","a"
"4304","male","denied","a"
"4305","male","denied","e"
"4306","male","admitted","a"
"4307","male","denied","f"
"4308","male","denied","b"
"4309","male","admitted","b"
"4310","female","denied","f"
"4311","male","denied","d"
"4312","female","denied","e"
"4313","female","admitted","e"
"4314","female","admitted","c"
"4315","female","denied","e"
"4316","female","admitted","d"
"4317","female","denied","d"
"4318","female","admitted","b"
"4319","female","denied","c"
"4320","male","admitted","d"
"4321","female","admitted","c"
"4322","male","admitted","a"
"4323","female","denied","f"
"4324","male","admitted","a"
"4325","female","denied","c"
"4326","male","admitted","e"
"4327","female","denied","e"
"4328","female","denied","f"
"4329","male","denied","a"
"4330","male","admitted","d"
"4331","female","denied","c"
"4332","female","denied","f"
"4333","male","denied","f"
"4334","male","admitted","a"
"4335","male","admitted","a"
"4336","male","denied","d"
"4337","male","admitted","b"
"4338","male","admitted","c"
"4339","male","denied","f"
"4340","male","admitted","a"
"4341","female","admitted","e"
"4342","female","denied","c"
"4343","male","denied","a"
"4344","male","admitted","a"
"4345","female","denied","f"
"4346","female","denied","f"
"4347","male","denied","b"
"4348","male","denied","e"
"4349","female","admitted","c"
"4350","male","admitted","a"
"4351","female","denied","c"
"4352","male","denied","a"
"4353","male","denied","c"
"4354","male","denied","c"
"4355","male","admitted","a"
"4356","female","denied","e"
"4357","female","denied","d"
"4358","male","denied","b"
"4359","female","denied","e"
"4360","male","denied","d"
"4361","male","denied","b"
"4362","male","denied","f"
"4363","male","denied","f"
"4364","male","admitted","a"
"4365","female","denied","f"
"4366","female","denied","c"
"4367","male","denied","d"
"4368","female","admitted","d"
"4369","male","admitted","a"
"4370","male","admitted","b"
"4371","male","admitted","a"
"4372","male","admitted","a"
"4373","male","denied","a"
"4374","male","denied","f"
"4375","female","admitted","c"
"4376","male","admitted","a"
"4377","male","denied","f"
"4378","male","admitted","c"
"4379","female","denied","c"
"4380","female","denied","f"
"4381","female","denied","c"
"4382","female","denied","e"
"4383","female","admitted","b"
"4384","male","admitted","a"
"4385","female","denied","d"
"4386","male","denied","d"
"4387","male","denied","b"
"4388","female","admitted","d"
"4389","female","denied","c"
"4390","male","denied","c"
"4391","female","denied","c"
"4392","male","admitted","a"
"4393","female","denied","d"
"4394","male","admitted","b"
"4395","male","denied","c"
"4396","male","admitted","a"
"4397","male","denied","a"
"4398","female","denied","e"
"4399","male","admitted","a"
"4400","female","denied","f"
"4401","female","denied","d"
"4402","female","denied","d"
"4403","female","admitted","a"
"4404","male","denied","f"
"4405","female","denied","d"
"4406","female","denied","c"
"4407","male","admitted","d"
"4408","male","admitted","a"
"4409","male","denied","b"
"4410","female","admitted","d"
"4411","male","admitted","a"
"4412","female","admitted","d"
"4413","male","admitted","a"
"4414","female","admitted","d"
"4415","male","denied","d"
"4416","female","denied","e"
"4417","male","admitted","e"
"4418","male","denied","b"
"4419","male","denied","b"
"4420","male","admitted","a"
"4421","male","denied","f"
"4422","male","admitted","d"
"4423","male","denied","c"
"4424","female","denied","e"
"4425","male","denied","f"
"4426","male","denied","a"
"4427","female","admitted","e"
"4428","female","admitted","c"
"4429","male","admitted","a"
"4430","male","admitted","b"
"4431","female","denied","c"
"4432","male","denied","b"
"4433","female","denied","e"
"4434","female","denied","c"
"4435","male","admitted","d"
"4436","male","denied","b"
"4437","male","denied","b"
"4438","male","denied","d"
"4439","female","denied","e"
"4440","male","denied","b"
"4441","male","admitted","a"
"4442","male","denied","f"
"4443","female","admitted","a"
"4444","male","denied","e"
"4445","male","admitted","b"
"4446","male","denied","e"
"4447","male","admitted","d"
"4448","female","denied","a"
"4449","female","denied","c"
"4450","female","admitted","e"
"4451","female","denied","f"
"4452","male","admitted","a"
"4453","female","denied","b"
"4454","female","denied","c"
"4455","male","denied","b"
"4456","male","denied","a"
"4457","male","denied","c"
"4458","male","denied","f"
"4459","male","denied","a"
"4460","male","denied","c"
"4461","male","denied","f"
"4462","male","denied","d"
"4463","female","admitted","c"
"4464","female","admitted","c"
"4465","male","admitted","a"
"4466","male","admitted","a"
"4467","female","denied","f"
"4468","male","admitted","a"
"4469","female","denied","c"
"4470","male","denied","f"
"4471","female","denied","f"
"4472","male","denied","a"
"4473","female","admitted","a"
"4474","male","denied","f"
"4475","female","admitted","d"
"4476","male","admitted","a"
"4477","male","admitted","a"
"4478","female","admitted","e"
"4479","female","denied","d"
"4480","male","denied","a"
"4481","male","admitted","a"
"4482","male","admitted","a"
"4483","male","denied","c"
"4484","female","denied","e"
"4485","female","denied","e"
"4486","female","denied","f"
